Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Dwell,Teleportations
Automobile shop,13.8905467,4.4187047,9.471841999999999,72.84344497026468,7.690525767877536,,12.695786700000001,12
Police station ,141.0801563,4.3403643,136.739792,765.2174096617097,5.596157478883028,,138.91325129999996,157
Fire Station,19.2705138,5.652701800000001,13.617812,149.0687819180725,10.94660301655453,,13.475833000000002,21
Bank,43.5544678,4.5627498,38.991718,261.83969774231093,6.715264450320218,,39.77684180000001,50
Pawn Shop,86.4427762,9.1738112,77.26896500000001,595.5498782776598,7.707491335980231,,85.03876620000003,127
Pizzeria,27.8119343,17.200904299999998,10.61103,130.57638930729829,12.305722376366695,,27.217874300000002,19
Quattroki Restaurant,19.9160166,6.4514746,13.464542000000002,197.9049628011218,14.698232052833418,,18.750420599999995,28
High School,18.909581,5.840299,13.069282,219.79974904506804,16.818043182867125,,12.888292000000002,27
