Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Dwell,Teleportations
Automobile shop,16.710396699999997,4.5233237,12.187073,60.789184821212025,4.988005308675186,,11.7032627,14
Police station ,44.5823652,5.2016472,39.380718,202.7271639714037,5.147878816516339,,39.15993499999999,33
Fire Station,49.7489304,2.6877224,47.061208,372.3562034623873,7.912168414002193,,46.663633000000004,58
Bank,139.10761029999998,6.1874082999999995,132.920202,747.5619569446764,5.624140993591602,,136.86599429999995,136
Pawn Shop,47.547230299999995,4.201240299999999,43.34599,208.73254438814533,4.815498374547341,,46.794379299999974,38
Pizzeria,15.2983566,2.4088936,12.889463,155.9303730386871,12.09750732351589,,12.735284,23
Quattroki Restaurant,50.2209457,0.3056052,49.915340500000006,389.7219836057119,7.8076595231422266,,44.944132599999975,60
High School,19.6174963,2.8124543,16.805042,210.65161079441896,12.535024357238676,,16.644455,24
