Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations,Mean_Teleport_Distance
Automobile shop,27.1342967,17.411716700000003,9.722579999999997,69.21783078872926,7.119286319961295,2.44605167,11,6.9217830788729255
Police station ,19.554974299999998,8.895537299999999,10.659436999999999,105.79826057127133,9.925314120367833,1.515826714285714,8,6.809870918767624
Fire Station,138.7962874,7.7430434,131.053244,452.99710716108825,3.4565882791965703,2.2943028203389826,60,6.962929233729859
Bank,49.2770383,12.0345283,37.242509999999996,261.4646751241468,7.020597567783343,1.866191857692308,27,6.97793766878134
Pawn Shop,86.74160280000001,6.7500618,79.991541,375.56039353127943,4.695001356846962,1.6479211999999999,50,6.680039612627457
Pizzeria,194.92078529999998,21.8538253,173.06695999999997,944.1876427267119,5.455620429957931,1.4210419507352934,137,6.668347916692638
Quattroki Restaurant,230.6552398,17.4300598,213.22518,1416.1576085322201,6.6416058766240464,1.061885800943396,213,6.347508774747996
High School,42.818244500000006,15.3675845,27.450660000000003,429.40948933793356,15.64295683010658,0.81013729,51,6.765837499849458
