0
Completion Time per Trial per Block:
Target Name,Block 1,Block 2,Block 3
Automobile shop,20.11662,10.91303,8.396613
Bank,29.09668,10.72901,14.4857
Fire Station,15.97896,11.41644,9.138596
High School,16.22157,12.29127,10.97883
Pawn Shop,15.72851,34.71433,19.28451
Pizzeria,42.52007,72.457,27.38143
Police station ,49.48492,65.4231,23.02039
Quattroki Restaurant,75.88016,13.9509,15.70765
0
Completion Time per Block:
,Block 1,Block 2,Block 3
0,265.02749,231.89507999999998,128.393719
0
"Mean Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,1.958261111111111,0.8952470000000001,0.7529366
Bank,3.0902408222222224,1.2421226625,1.7090468375
Fire Station,1.1271104923076922,0.7380778642857143,0.6431559461538462
High School,0.7507113611111111,0.603785747368421,0.5849496647058823
Pawn Shop,1.8532401625000001,1.2929663500000002,1.0943635705882353
Pizzeria,1.4607809321428573,0.9816192465753424,0.832227471875
Police station ,2.1953383227272725,1.1071465637931035,1.1051875899999999
Quattroki Restaurant,1.0183015222222223,0.687829552631579,0.620600105263158
0
"Mean Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,1.681748090793061,0.9435993733942701,0.9178084732607652
0
"Max Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,4.7986320000000005,3.3170669999999998,2.862723
Bank,8.2151774,2.5972099999999996,4.770676
Fire Station,3.2780499999999986,2.6042151000000002,2.2433293
High School,2.6726265000000002,1.9932902,2.1598973
Pawn Shop,5.1871853,5.5762591,4.0280907
Pizzeria,5.583030000000001,4.347135,2.6597100000000005
Police station ,11.666596000000002,6.826560000000002,5.4522010000000005
Quattroki Restaurant,4.9722446,4.0622074999999995,2.264025
0
"Max Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,11.666596000000002,6.826560000000002,5.4522010000000005
0
"BNC34 - Total Distance Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,62.834278333181004,66.79115859367965,63.04690848174818
Bank,63.46718182840957,53.322320527070346,51.975754327625715
Fire Station,91.01524250438086,92.08488465396412,88.23204659830373
High School,121.92649665536909,121.6353230032721,116.09767863350089
Pawn Shop,56.396199854555604,165.15148584223596,105.21991237192617
Pizzeria,191.44791121555426,465.48362784509266,182.33012826377637
Police station ,156.09568093015002,380.92349061950245,135.89994718792332
Quattroki Restaurant,490.35434833665335,119.51559090642091,124.7801673038952
0
"BNC34 - Total Distance Per Block:
"
,Block 1,Block 2,Block 3
0,1233.5373396582536,1464.9078819912384,867.5825431686997
0
Completion Time Serial Subtraction per Trial per Block:
Target Name,Control,Serial Subtraction
Bank #1 || Task: None,19.73071,
Bank #2 || Task: None,13.83193,
Bank #3 || Task: None,11.07034,
Bank Square  #2 || Task: Count backwards from 84 by 3s,,28.10352
Bank Square #1 || Task: Count backwards from 56 by 3s,,33.72056
Bank Square #3 || Task: Count backwards from 61 by 3s,,23.40232
0
Completion Time per Block:
,Control,Serial Subtraction
0,44.63298,85.2264
