0
Completion Time per Trial per Block:
Target Name,Block 1,Block 2,Block 3
Automobile shop,11.50609,11.14753,6.87731
Bank,7.416592,6.319654,4.777948
Fire Station,8.548059,8.215253,6.777458
High School,39.33265,23.29818,9.915919
Pawn Shop,26.38844,25.86051,144.9206
Pizzeria,30.51355,11.41679,16.03421
Police station ,35.20104,12.58293,22.47879
Quattroki Restaurant,30.17991,9.645254,15.25675
0
Completion Time per Block:
,Block 1,Block 2,Block 3
0,189.086331,108.48610099999999,227.03898500000003
0
"Mean Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,1.3923337500000001,1.023161,0.5198455454545455
Bank,0.8531633142857143,0.6023835750000001,0.42789393750000004
Fire Station,0.5421272857142857,0.5268385,0.42656990714285714
High School,1.0056498342105262,0.6084730594594594,0.3792140434782609
Pawn Shop,0.7748099060606061,0.6489274289473684,0.7054655044554455
Pizzeria,1.3723361238095237,0.7455306785714286,0.5205834310344828
Police station ,1.0440368687500001,0.588863395,0.5874417675675676
Quattroki Restaurant,0.7336684525,0.38314067391304346,0.680194165
0
"Mean Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,0.964765691916332,0.6409147888614125,0.5309010377041449
0
"Max Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,5.221818000000001,4.925557,2.009362
Bank,2.0069792,1.6872426,1.3469405
Fire Station,2.52086,2.4650205,1.6249797
High School,5.256023999999999,3.7776022,1.569261
Pawn Shop,3.4026099999999992,2.0070600000000027,4.243099999999998
Pizzeria,6.138796,3.298816,1.9646410000000003
Police station ,3.299325,3.1457299999999995,4.396079
Quattroki Restaurant,2.8750981,1.7004915,2.5626703
0
"Max Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,6.138796,4.925557,4.396079
0
"BNC28 - Total Distance Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,58.93425952078901,63.79425854576392,64.2767069150484
Bank,46.59300491742009,49.85842734275985,44.205783115962994
Fire Station,91.45432649759618,89.29134821286064,88.98237088969958
High School,251.54228498023144,211.49250754945433,154.5339026764645
Pawn Shop,225.93864693133474,228.54174120131452,1264.9907120278287
Pizzeria,124.74458024814334,85.90353696543588,194.38711521215632
Police station ,223.6107800675117,127.6773484164153,213.12613389355866
Quattroki Restaurant,259.39792153190115,120.45347769067449,129.4282661960049
0
"BNC28 - Total Distance Per Block:
"
,Block 1,Block 2,Block 3
0,1282.2158046949278,977.012645924679,2153.930990926724
0
Completion Time Serial Subtraction per Trial per Block:
Target Name,Control,Serial Subtraction
Bank #1 || Task: None,18.76595,
Bank #2 || Task: None,5.833109,
Bank #3 || Task: None,4.965219,
Bank Square  #2 || Task: Count backwards from 84 by 3s,,11.4507
Bank Square #1 || Task: Count backwards from 56 by 3s,,13.04107
Bank Square #3 || Task: Count backwards from 61 by 3s,,11.58291
0
Completion Time per Block:
,Control,Serial Subtraction
0,29.564278,36.07468
