0
Time to Complete per Trial per Block:
Target Name,Block 1,Block 2,Block 3
Automobile shop,120.7532,14.46098,13.66695
Bank,79.34881,20.31204,13.37489
Fire Station,54.01971,26.95796,41.36742
High School,25.25683,21.45131,20.17356
Pawn Shop,24.3158,24.14528,20.29817
Pizzeria,65.02647,33.54114,15.77732
Police station ,48.08244,48.31859,51.31145
Quattroki Restaurant,86.56766,19.83965,14.56205
0
Time to Complete per Block:
,Block 1,Block 2,Block 3
0,503.37092,209.02695,190.53181
0
"Mean Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,1.6422739726027398,1.1079433333333333,1.159828181818182
Bank,1.28921069,1.21091741875,0.9358772615384615
Fire Station,1.7189474266666667,1.6301800375,0.9175969113636365
High School,0.7947341222222222,0.7934659304347826,0.7977364749999999
Pawn Shop,1.4892841733333333,0.9675373416666667,1.2156790375
Pizzeria,1.32650249375,0.9599559,1.0688935285714285
Police station ,1.8194048115384616,0.9260295294117646,0.9869077784313726
Quattroki Restaurant,1.4498293203389832,0.93886687,0.7189035842105264
0
"Mean Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,1.4412733763065508,1.0668620451370683,0.9751778448042009
0
"Max Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,9.207105,4.983149,6.25159
Bank,5.86895,4.1735967,1.6179523999999998
Fire Station,8.708360800000001,6.4096665999999995,4.8336301
High School,2.0278600000000004,2.4305744000000002,1.8539164
Pawn Shop,2.395809999999999,3.75762,6.2773006
Pizzeria,5.708120000000001,3.771022,2.9582273999999997
Police station ,14.721185100000001,3.778156,3.2295499999999997
Quattroki Restaurant,4.895849999999996,3.04876,1.6665541000000001
0
"Max Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,14.721185100000001,6.4096665999999995,6.2773006
0
"BNC04 - Total Distance Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,500.14202902049436,65.65607984169941,64.02829627674339
Bank,386.40092370112865,89.94315454875564,80.21649397176724
Fire Station,198.55613374523304,97.05222136179766,267.8408500925472
High School,168.7528074376682,150.42253629452546,153.82224063849617
Pawn Shop,94.96249467769438,148.9868664504283,95.29917190342113
Pizzeria,294.71485319694034,206.93371386084235,88.68493230789389
Police station ,175.7934236533497,279.9280428290024,312.3940112045652
Quattroki Restaurant,374.9669446068591,126.1748731830676,123.29733547499782
0
"BNC04 - Total Distance Per Block:
"
,Block 1,Block 2,Block 3
0,2194.2896100393677,1165.0974883701188,1185.583331870432
0
Time to Complete Serial Subtraction per Trial per Block:
Target Name,Control,Serial Subtraction
Bank #1 || Task: None,7.657924,
Bank #2 || Task: None,6.638728,
Bank #3 || Task: None,7.312544,
Bank Square  #2 || Task: Count backwards from 84 by 3s,,9.395532
Bank Square #1 || Task: Count backwards from 56 by 3s,,14.61905
Bank Square #3 || Task: Count backwards from 61 by 3s,,11.63953
0
Time to Complete per Block:
,Control,Serial Subtraction
0,21.609196,35.654112
