0
Time to Complete per Trial per Block:
Target Name,Block 1,Block 2,Block 3
Automobile shop,16.0606,16.90765,14.97267
Bank,38.52641,90.096,7.521219
Fire Station,12.94419,7.513277,7.903457
High School,16.81257,45.09007,30.93025
Pawn Shop,25.28499,51.39445,37.43635
Pizzeria,18.92369,29.94403,14.87496
Police station ,81.32404,10.55573,6.679669
Quattroki Restaurant,193.1142,21.29113,34.63092
0
Time to Complete per Block:
,Block 1,Block 2,Block 3
0,402.99069000000003,272.792337,154.949495
0
"Mean Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,1.2693645454545455,0.9427200000000001,0.9537913333333333
Bank,0.9859107263157895,0.6040625425675675,0.7523273222222222
Fire Station,0.7189645866666667,0.44396293333333336,0.4838655866666667
High School,0.5258585620689655,0.456302078125,0.471026490625
Pawn Shop,0.888051496153846,0.5350768178947368,0.6345620155172413
Pizzeria,1.10588118125,0.5424296111111111,0.4542937806451613
Police station ,0.7887081960784313,0.8882495000000001,0.6007099100000001
Quattroki Restaurant,0.6263231726384365,0.3425923533333333,0.3891979206896552
0
"Mean Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,0.8636328083283351,0.5944244795456354,0.5924717949624101
0
"Max Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,7.129897000000001,5.241562,4.764876
Bank,4.291870000000001,3.860813,2.0001180000000005
Fire Station,4.2500818,1.638822,2.8761487999999997
High School,3.5696453,2.1450435000000003,3.0554999999999986
Pawn Shop,4.1602329000000005,3.41653,2.6676300000000026
Pizzeria,3.6248190000000005,3.9097750000000002,2.3123482
Police station ,3.1875400000000003,3.2288835,3.1180951
Quattroki Restaurant,4.8541000000000025,1.7221942000000001,1.7423729999999988
0
"Max Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,7.129897000000001,5.241562,4.764876
0
"BNC08 - Total Distance Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,69.18608729207338,94.13042419194525,82.69948467644183
Bank,234.77814354510787,825.1672339203327,49.55535636028653
Fire Station,89.31012173151163,87.19669667189339,88.88218175054848
High School,170.881609384427,547.4318678916103,349.9237766077111
Pawn Shop,154.8210866398513,494.40289738331825,317.29609231255915
Pizzeria,84.40319349400502,312.7040967348231,163.32562250657065
Police station ,605.7586195397689,62.28586316338951,54.25679302181152
Quattroki Restaurant,1755.1838759840725,340.622445407748,463.54321374674635
0
"BNC08 - Total Distance Per Block:
"
,Block 1,Block 2,Block 3
0,3164.3227376108175,2763.9415253650604,1569.4825209826756
0
Time to Complete Serial Subtraction per Trial per Block:
Target Name,Control,Serial Subtraction
Bank #1 || Task: None,9.056648,
Bank #2 || Task: None,7.81242,
Bank #3 || Task: None,7.187396,
Bank Square #1 || Task: Count backwards from 56 by 3s,,231.756
0
Time to Complete per Block:
,Control,Serial Subtraction
0,24.056464,231.756
