Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations
Automobile shop,13.3046267,4.9363147,8.368312,61.79622747503649,7.384551086890222,1.20063467,11
Police station ,36.9987763,2.5138463,34.484930000000006,196.0446264172444,5.684936185668475,1.1821730344827588,30
Fire Station,82.27638830000001,5.2569623000000005,77.019426,545.7369554937986,7.085705306266482,0.7245984312500003,113
Bank,91.1299539,3.4932579,87.636696,617.9898279274014,7.051724404664929,0.7582061601694919,119
Pawn Shop,153.45491950000002,5.9790785,147.475841,1030.641530534117,6.988544859589015,0.70611010046729,215
Pizzeria,23.777160199999997,4.485129199999999,19.292030999999998,126.03821163940714,6.533174845064636,1.064850388888889,19
Quattroki Restaurant,22.5545501,1.9441251,20.610425,187.28833252193647,9.087067953326361,0.7049589344827586,30
High School,8.8113486,2.4166315999999997,6.394717000000001,206.15761498182172,32.23873941283433,0.27110982608695666,24
