Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Dwell,Teleportations
Automobile shop,7.3602567,2.1524197,5.207837,59.87804679024563,11.497680666703975,,6.1520056999999975,10
Police station ,10.5829287,0.4445324,10.1383963,134.04910363079966,13.221923829392985,,8.617744399999996,13
Fire Station,7.4442226,1.5834146,5.8608080000000005,139.31489298528732,23.770594939347493,,5.771721999999999,14
Bank,8.916468700000001,2.6805727,6.235896,128.26608965882795,20.568991153609353,,6.187210999999999,8
Pawn Shop,9.9650148,1.9932358,7.971779,102.38905198175014,12.843940101920806,,8.6571208,10
Pizzeria,16.7358367,2.0141397000000003,14.721697,161.5916946729219,10.976431227522337,,14.604164,18
Quattroki Restaurant,14.7286445,2.0624075,12.666236999999999,194.6132653935319,15.364726350338456,,13.7505565,19
High School,12.076032600000001,1.7085666,10.367466,203.91930073713212,19.66915548477633,,10.256130999999998,17
