Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations,Mean_Teleport_Distance
Automobile shop,7.3060147,1.7785937000000003,5.5274209999999995,62.917391193804825,11.382775293180098,0.6527602699999998,11,6.291739119380482
Police station ,16.6384349,1.3887759,15.249659,127.98088436277929,8.392376797591297,1.2638748333333334,13,6.4981702974139495
Fire Station,7.5343368,1.5546058,5.979731,127.43175429234248,21.31061652979749,0.4913269999999999,13,7.037705694131289
Bank,6.465058,1.652125,4.812933,134.66871373213604,27.980591820442136,0.5946825,9,6.917714066943642
Pawn Shop,14.6868226,6.2497066000000006,8.437116,95.55924368800615,11.3260554540208,1.5919448249999997,9,6.8496463733339255
Pizzeria,9.902995099999998,2.0973351,7.80566,130.18134708843544,16.677814187196912,0.5934751538461539,14,6.960051737451393
Quattroki Restaurant,38.1651492,6.2014792000000005,31.96367,316.3307149159071,9.89657054136484,0.9953069783783784,38,6.477836290018427
High School,11.181087400000001,1.6607484000000001,9.520339,207.07452150981544,21.750750840890795,0.5530721176470588,18,6.5504148149605195
