,Automobile shop,Police station ,Fire Station,Bank,Pawn Shop,Pizzeria,Quattroki Restaurant,High School
0,188.48169096299347,241.26061713306348,496.9310575854866,135.53722980786284,177.17328914664398,443.44928297365897,756.2864407010125,753.5585732917829
