,Automobile shop,Police station ,Fire Station,Bank,Pawn Shop,Pizzeria,Quattroki Restaurant,High School
0,612.5085355006669,1124.4771457000948,1262.981735686616,1576.4647729260437,1952.8522920480866,1498.345070470045,2712.6995665190993,1902.3924121617292
