,Participant,Block_Num,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Dwell,Teleportations
18,BNC08,1,50.3185524,3.7029721500000004,46.61558025,449.79164115270737,10.905754243243624,47.733541062500024,69.0
19,BNC08,2,34.043883737499996,2.6831521125,31.360731625,398.76836328215643,14.672424539931443,32.75506373750001,63.0
20,BNC08,3,19.313416637499998,2.5153161375,16.7981005,249.05770262526298,18.128905754618515,17.062859137499995,37.125
21,BNC09,1,122.9716609875,4.4711266125,118.50053437500002,385.9999746241192,3.8987267142647184,118.64178111249997,55.125
22,BNC09,2,42.4691377375,3.6350753625,38.834062375,193.2937691773493,6.172429183142454,39.6455556125,29.5
23,BNC09,3,47.564120887499996,2.4453967624999997,45.118724125,273.64624313255354,8.270788375460421,45.35176105000001,46.125
24,BNC11,1,46.7212154375,5.434655562500001,41.286559874999995,275.25786085918537,8.359324794332384,42.9859227875,32.5
25,BNC11,2,17.99060545,2.8486997,15.14190575,155.98169571493608,11.236538616953387,16.180919,15.75
26,BNC11,3,10.976175662500001,1.829911125,9.1462645375,140.50268073131207,15.989180469201468,9.249581924999998,13.625
27,BNC12,1,50.786111225,3.8331674749999998,46.95294375,449.46041550283417,14.055391310521546,48.82912753749998,62.25
28,BNC12,2,8.565849862499999,1.4832041625,7.0826457000000005,151.13926426962465,23.57086540004319,7.332459625,17.0
29,BNC12,3,6.821041875000001,1.21178925,5.609252625,140.90345608072715,25.10035669543076,5.831866075000001,16.125
30,BNC23,1,67.8315813375,5.1704054625,62.661175875,494.0123717556964,12.261668713710533,65.22478741249998,74.875
31,BNC23,2,18.285938512500003,3.0511823875,15.234756125,235.51643235493958,21.447312713044077,16.476425000000006,32.0
32,BNC23,3,8.6378670125,2.2447451375,6.393121875,140.4332007548003,24.400725956813517,6.720797575000001,16.25
33,BNC26,1,36.31950619999999,3.6118909500000003,32.70761525,224.62806352708733,7.977029221678679,34.3040587875,26.5
34,BNC26,2,16.846036112500002,2.9201772375,13.925858875,160.2633698775296,14.297662494201662,14.844860025000004,18.0
35,BNC26,3,8.9701743125,2.0243641875000002,6.9458101249999995,132.41971145712773,18.961271879469642,7.0030256625,12.875
36,BNC27,1,50.7616874375,3.1783194625,47.583367975,352.936499163519,10.600760697495797,48.00289043749999,49.5
37,BNC27,2,16.7595292625,2.6051126374999996,14.154416625,178.259799746782,14.134159200381298,14.9417448375,21.5
38,BNC27,3,7.6253053625,1.4860346375,6.139270724999999,138.67693069210878,22.948238699410247,6.450920324999999,16.125
39,BNC28,1,23.580499875,3.04345725,20.537042624999998,212.80923555156568,12.70612106619545,21.921423224999998,25.125
40,BNC28,2,13.505415025000001,2.4925056500000005,11.012909375,176.15148048699314,17.975956853615013,11.750463800000002,21.625
41,BNC28,3,28.324537125,1.62380075,26.700736375,323.9746598951329,20.024704082788386,26.747202099999996,44.0
42,BNC29,1,48.0373118375,4.9436075875,43.09370425,355.8187735152339,10.128627001315792,46.319214675000005,51.375
43,BNC29,2,44.28390043750001,2.9063710625,41.377529375,329.51219101404405,11.600757274571416,42.646567725,50.0
44,BNC29,3,36.8352883125,2.8152718125,34.0200165,337.1374400948119,11.657823685919828,35.08266396249999,52.5
45,BNC30,1,36.9617139,4.242726775,32.718987125,265.7346527879427,9.785825857303596,34.923918875,36.875
46,BNC30,2,16.730036075,4.415116200000001,12.314919875000001,174.2532169451644,14.850172727451469,13.617289937499997,22.625
47,BNC30,3,10.4285600875,3.2648037125,7.163756375,136.59530840580936,19.49842981919555,7.68768505,16.375
48,BNC31,1,53.8600552875,6.7205094125,47.139545874999996,283.0714170543774,6.972712570371018,49.91904225,33.75
49,BNC31,2,36.041225225,3.5782028500000003,32.463022375,245.37225463240105,8.244357190203704,33.7831527,29.625
50,BNC31,3,23.023531912499998,3.7112832875,19.312248625000002,176.3272452715825,10.661972590856642,21.314778575,18.875
51,BNC32,1,86.98062591249999,4.6996344125,82.2809915,542.0059434143855,7.675203244596981,83.87866267500006,84.75
52,BNC32,2,42.28331245,6.0940247,36.18928775,275.57250713406995,10.543268743607502,39.19499148749999,38.875
53,BNC32,3,39.7085112125,5.3423448375,34.366166375,303.88678544236444,11.491694543476921,36.437917674999994,44.5
54,BNC33,1,50.5461370375,5.3379924125,45.208144625,342.0530440619919,11.836110684784424,48.46098740000001,52.375
55,BNC33,2,15.1751895875,3.0888574625,12.086332125,177.63841725414417,20.406449110087394,13.740319437499995,23.75
56,BNC33,3,9.133076312499998,3.1280535625,6.00502275,131.9020190823604,22.218870973859215,6.670382349999999,13.875
57,BNC34,1,33.0731618875,4.1596370125,28.913524874999997,208.00827980639738,8.170874654060542,30.512445812499998,23.375
58,BNC34,2,28.931512325,3.316869075,25.61464325,236.32082277798273,12.748956963409505,26.890739687499998,29.5
59,BNC34,3,15.994049075,2.475416825,13.51863225,160.86089567915394,13.442566200043544,13.921899575000001,18.0
60,BNC35,1,68.7337571625,5.6267094125,63.10704775,233.46351004549717,4.120262960764913,65.49680802499999,28.25
61,BNC35,2,27.164838025,3.3826079,23.782230124999998,154.29822197375597,6.836719850079477,24.5762274125,16.75
62,BNC35,3,23.616346625,3.286305875,20.330040750000002,152.7363327509082,7.919974055735992,22.0870844375,16.75
63,BNC36,1,53.67349786249999,7.4585011125000005,46.214996750000005,273.50263408761094,8.657200064192313,50.143848225000006,33.25
64,BNC36,2,33.64383775,3.297408,30.34642975,241.1155002045205,11.385304358088103,31.808816412500008,29.25
65,BNC36,3,13.9849873375,2.8229212125000003,11.162066124999999,150.26807134790334,16.089693933060545,12.3783505625,15.625
66,BNC37,1,42.04859845,3.824792575,38.223805875000004,331.49848679710146,8.893869908894334,39.88023393750001,42.125
67,BNC37,2,41.5630836,3.280224725,38.282858874999995,342.429527582093,10.442337721171334,39.8129116,43.25
68,BNC37,3,26.9550259625,1.8515045875,25.103521375,279.2052181920227,11.295545788899386,25.617179837499997,34.125
69,BNC50,1,56.5767833375,3.9022605875,52.67452275000001,292.9560704498544,8.148756294281302,54.452302012499985,47.625
70,BNC50,2,10.4223762875,1.9954661625,8.426910125,142.1919984386144,17.80742468523415,8.809309975000001,17.125
71,BNC50,3,6.6925116125,1.3350013875,5.3575102249999995,131.91778006148652,25.16118960141815,5.5878788749999995,14.625
72,BNC51,1,39.894542425,4.22342755,35.671114875,277.33065578646983,9.218309244547768,37.006886425000005,33.0
73,BNC51,2,15.029714637500001,2.6419821375000003,12.387732500000002,161.52423919819435,14.248717711440346,13.286976362499999,16.5
74,BNC51,3,7.682450537499999,1.4918746625,6.1905758749999995,137.62676468526269,22.13319791679222,6.5377573875,13.25
75,BNC52,1,28.827752299999997,2.813581675,26.014170625,308.148363110515,13.883409445343602,27.4618472875,42.375
76,BNC52,2,16.051662574999998,1.773344825,14.278317750000003,225.13109744927948,22.180810221630225,14.405442774999994,28.125
77,BNC52,3,6.5629032249999995,1.3321656000000002,5.230737625,129.70152708008592,24.560667034746952,5.776044875000001,13.625
78,NAV054,1,54.979180774999996,3.47161865,51.507562125,497.7314236986254,12.433099747761387,52.93530175000001,101.875
79,NAV054,2,22.4361508375,1.9710543375000003,20.4650965,271.07666929854093,21.176748253061582,20.612240687499998,52.625
80,NAV054,3,7.055242762500001,1.7576222625,5.2976205,136.39310521629307,26.06597188656921,5.314110225,15.0
81,NAV055,1,54.038465450000004,3.8781682,50.16029725,371.4616658738454,10.256805506788055,51.73336493750002,70.125
82,NAV055,2,12.9538103125,2.4376580624999997,10.51615225,161.83923617473596,17.12419319581491,11.499966987499999,25.75
83,NAV055,3,12.1105689125,3.1864719125,8.924097,141.61875480390722,17.26344145602173,9.760776800000002,23.5
84,NAV056,1,77.8644720125,3.8956556375,73.96881637499999,552.452674008206,9.876817356391612,75.89419808750006,111.75
85,NAV056,2,16.747605925000002,1.960509175,14.787096750000002,211.17523163828258,15.556664126997532,14.677977987500004,30.625
86,NAV056,3,17.6186399875,2.0964218625,15.522218125,224.5987633984605,16.79547194415781,16.199651949999996,35.0
87,NAV061,1,98.7373086375,13.435794637499999,85.301514,506.84912597167255,7.49462134760557,94.8240821,69.625
88,NAV061,2,23.728022862499998,5.2822219875,18.445800874999996,191.5019893041876,12.229766286441365,20.8841226625,22.5
89,NAV061,3,29.393921425,4.554985299999999,24.838936125,252.4645866208149,18.807678561715317,27.139751775,33.125
