Unnamed: 0,Participant,Block_Num,Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations,Mean_Teleport_Distance
3,BNC20,3,Bank,27.5202898,3.0343128,24.485977,223.5085254,9.128021536,0.899940519,28,5.333149638
4,BNC20,3,Pawn Shop,13.1176777,4.8957307,8.221947,124.1728713,15.1026115,0.906208764,15,5.647959834
5,BNC20,3,Pizzeria,25.0547796,3.6380576,21.416722,200.4842993,9.361110411,0.824584911,28,5.977052019
6,BNC20,3,Quattroki Restaurant,11.5483281,4.0834711,7.464857,185.2535089,24.81675254,0.615650535,18,6.967224438
7,BNC20,3,High School,13.145587,3.541976,9.603611,206.1771575,21.46871187,0.557998824,18,6.787904638
0,BNC24,1,Automobile shop,36.9693067,11.4488467,25.52046,67.40322127,2.641144449,2.963900558,13,5.616935106
1,BNC24,1,Police station ,45.8949889,4.6667799,41.228209,199.2311953,4.832399956,1.596719236,26,5.837853857
2,BNC24,1,Fire Station,75.5053833,1.8404633,73.66492,416.0257788,5.647542668,1.135979897,66,5.680672159
3,BNC24,1,Bank,35.8884241,1.4786331,34.409791,228.3199845,6.635320293,1.216996004,29,5.322667724
4,BNC24,1,Pawn Shop,127.5459908,1.0832708,126.46272,758.967134,6.001508856,1.044841007,119,6.088482766
5,BNC24,1,Pizzeria,18.7773972,4.6736122,14.103785,122.6469218,8.69602889,1.173585747,16,5.410337924
6,BNC24,1,Quattroki Restaurant,201.7597532,9.2428942,192.516859,1257.603166,6.532431353,1.057804744,188,6.359441994
7,BNC24,1,High School,20.4857086,1.9308226,18.554886,208.12766,11.21686547,0.705041663,20,6.088986385
0,BNC24,2,Automobile shop,15.7789167,8.6256627,7.153254,60.92459088,8.517045652,1.31650167,11,6.092459088
1,BNC24,2,Police station ,60.4086107,1.5279177,58.880693,439.225623,7.459586507,0.958286963,63,6.246950151
2,BNC24,2,Fire Station,25.9369332,7.4088032,18.52813,200.6181138,10.82775832,0.951385008,26,6.211990099
3,BNC24,2,Bank,71.0823347,2.1734887,68.908846,526.6957445,7.643369103,0.924422703,76,5.955711716
4,BNC24,2,Pawn Shop,41.2275336,0.9791649,40.2483687,318.5863464,7.915509541,0.852538983,48,5.875688812
5,BNC24,2,Pizzeria,12.2991225,2.5703705,9.728752,128.996809,13.25933779,0.806564321,15,6.180593283
6,BNC24,2,Quattroki Restaurant,16.4923953,2.8123603,13.680035,198.8431782,14.53528286,0.598556215,21,6.475226882
7,BNC24,2,High School,12.8189835,1.3194565,11.499527,215.2750195,18.72033689,0.582990833,22,5.79753297
0,BNC24,3,Automobile shop,9.1237387,1.2006417,7.923097,59.2431607,7.47727318,0.730327427,12,5.385741882
1,BNC24,3,Police station ,57.9914492,3.7914062,54.200043,375.7431019,6.932524056,0.989621582,58,5.675651634
2,BNC24,3,Fire Station,14.77743,1.208416,13.569014,138.6164067,10.21565802,0.841109,17,5.713470226
3,BNC24,3,Bank,75.7000924,3.6321194,72.067973,429.6724759,5.962044692,1.134049294,67,5.292416783
4,BNC24,3,Pawn Shop,97.2146432,2.4381282,94.776515,715.0360439,7.544443303,0.891089338,108,6.283238257
5,BNC24,3,Pizzeria,10.9160702,1.8532722,9.062798,133.0467276,14.68053548,0.6978208,15,6.32044587
6,BNC24,3,Quattroki Restaurant,10.7983518,1.4030348,9.395317,190.5464357,20.28100124,0.541321726,20,6.406421592
7,BNC24,3,High School,13.2149496,2.5001976,10.714752,212.2301093,19.80728152,0.652657084,20,6.39903235
0,BNC25,1,Automobile shop,43.4713867,19.3392867,24.1321,62.98590001,2.61004637,4.5816963,10,6.998433335
1,BNC25,1,Police station ,24.5686725,12.7842725,11.7844,113.8687655,9.66266976,1.302514444,10,6.916039045
2,BNC25,1,Fire Station,107.4288096,4.8473196,102.58149,459.0139403,4.474627346,1.67094166,61,6.817653711
3,BNC25,1,Bank,124.3179915,4.9447545,119.373237,526.9017458,4.413901801,1.780942493,69,6.520545883
4,BNC25,1,Pawn Shop,14.3260982,5.0205962,9.305502,94.50529125,10.15585094,1.270806911,10,5.826405582
5,BNC25,1,Pizzeria,240.4333202,4.0970922,236.336228,1037.606715,4.390383665,1.380885635,173,5.795058246
6,BNC25,1,Quattroki Restaurant,196.8021449,5.1877789,191.614366,931.869414,4.863254428,1.296817606,151,5.739916806
7,BNC25,1,High School,111.7620377,2.6596327,109.102405,826.7172441,7.577442899,0.84846549,129,5.744528038
0,BNC25,2,Automobile shop,191.2653667,12.6289667,178.6364,769.1796338,4.305839313,1.329460331,142,5.455174708
1,BNC25,2,Police station ,48.6449454,4.5989924,44.045953,264.9318998,6.014897663,1.132551961,42,5.278755909
2,BNC25,2,Fire Station,14.7417728,4.2708978,10.470875,141.4120466,13.50527502,0.8936688,17,5.9906548
3,BNC25,2,Bank,17.8613861,1.9936911,15.867695,137.0469204,8.636851189,0.985504008,13,4.693673387
4,BNC25,2,Pawn Shop,81.2622343,2.8471793,78.415055,365.1770681,4.656976496,1.140580233,71,4.610552928
5,BNC25,2,Pizzeria,90.4570621,2.0278931,88.429169,527.8607224,5.969305472,1.016707081,89,5.566594219
6,BNC25,2,Quattroki Restaurant,69.2280749,8.8123089,60.415766,374.8196561,6.204004036,1.09257224,63,4.927186894
7,BNC25,2,High School,343.5188023,10.7216023,332.7972,1641.800188,4.933335341,1.150604362,295,5.259992841
0,BNC25,3,Automobile shop,12.3863867,4.3302547,8.056132,60.70805704,7.535633359,0.940187725,13,5.059004754
1,BNC25,3,Police station ,68.8871849,1.9374689,66.949716,277.5641048,4.145859331,1.388046743,48,4.786820903
2,BNC25,3,Fire Station,21.0066078,2.2779298,18.728678,244.3891745,13.0489282,0.620140448,34,5.961823907
3,BNC25,3,Bank,39.3744179,0.2569356,39.1174823,254.1425358,6.49690422,0.984852006,35,5.112352967
4,BNC25,3,Pawn Shop,78.9499267,4.5001637,74.449763,389.3075438,5.229130733,1.165677814,67,5.293481256
5,BNC25,3,Pizzeria,47.0826849,7.7638229,39.318862,446.0903003,11.34545299,0.643035401,73,5.642681617
6,BNC25,3,Quattroki Restaurant,229.7250601,6.3406441,223.384416,1143.638077,5.11959651,1.059796673,215,5.002984415
7,BNC25,3,High School,34.0268669,6.7500239,27.276843,321.8954957,11.80105395,0.64261181,43,5.413200801
0,BNC39,1,Automobile shop,29.2299867,8.5637907,20.666196,59.39403827,2.87397053,2.992323078,10,6.599337585
1,BNC39,1,Police station ,78.0126157,8.3126817,69.699934,203.1722892,2.914956695,3.420604668,23,6.968870606
2,BNC39,1,Fire Station,130.5956248,18.0484348,112.54719,384.6936558,3.418065398,2.310752543,54,6.403602561
3,BNC39,1,Bank,417.648094,8.256891,409.391203,1298.448252,3.171656456,2.251561799,185,6.617557604
4,BNC39,1,Pawn Shop,330.3054,,330.3054,919.1089536,2.782603474,5.811065942,131,6.732512817
5,BNC39,1,Pizzeria,127.2759369,0.2160207,127.0599162,340.944502,2.683336431,2.151352724,55,5.560231839
6,BNC39,1,Quattroki Restaurant,376.3872074,51.9235474,324.46366,1002.390811,3.089377748,2.315535263,162,5.783193427
7,BNC39,1,High School,28.2920088,8.1535518,20.138457,208.4289144,10.34979564,1.288969324,22,5.5830921
0,BNC39,2,Automobile shop,22.0726367,15.1560267,6.91661,56.66737426,8.192940509,2.616707088,9,7.083421782
1,BNC39,2,Police station ,15.9573206,4.9309036,11.026417,111.6936374,10.12964024,1.0956764,11,6.407997004
2,BNC39,2,Fire Station,17.4670991,5.6398491,11.82725,134.1495888,11.34241593,0.902771308,14,6.799328277
3,BNC39,2,Bank,113.6020618,0.152625,113.4494368,465.0153738,4.098877763,1.981976759,57,6.884405044
4,BNC39,2,Pawn Shop,48.9300597,14.6802697,34.24979,200.9042712,5.865854102,2.036489117,24,6.598264541
5,BNC39,2,Pizzeria,19.9787469,4.2359599,15.742787,124.4967912,7.90817987,1.204069385,14,6.121267298
6,BNC39,2,Quattroki Restaurant,31.0550666,8.4720816,22.582985,195.381942,8.651732353,1.381555648,22,5.9357256
7,BNC39,2,High School,20.5065236,4.8196326,15.686891,205.7581736,13.11656807,0.818669368,20,5.99419784
0,BNC39,3,Automobile shop,18.0511567,9.9405267,8.11063,56.25866447,6.936411163,2.051557088,9,7.032333059
1,BNC39,3,Police station ,15.3676991,8.4443821,6.923317,99.08455045,14.31171654,0.858443125,9,6.150454078
2,BNC39,3,Fire Station,18.3539497,4.4656087,13.888341,137.8484889,9.92548274,1.251950693,15,6.593922597
3,BNC39,3,Bank,122.7404677,5.7362257,117.004242,543.2646041,4.643118872,1.617643903,76,6.17530204
4,BNC39,3,Pawn Shop,101.2001278,9.5699768,91.630151,453.8050373,4.952573278,1.427187711,71,5.892087117
5,BNC39,3,Pizzeria,22.0968693,11.3055893,10.79128,119.9386735,11.11440658,0.763831429,15,5.757225574
6,BNC39,3,Quattroki Restaurant,30.1092054,13.9924954,16.11671,189.1172007,11.73423116,1.358382162,22,5.582048488
7,BNC39,3,High School,18.7925413,5.7717823,13.020759,200.7712182,15.41931758,0.716408333,19,6.064114958
0,BNC40,1,Automobile shop,157.3298667,108.7336667,48.5962,78.72346501,1.619951046,13.8847697,12,7.156678637
1,BNC40,1,Police station ,320.0976279,16.1319579,303.96567,904.8049427,2.976668196,2.596699156,122,7.05096132
2,BNC40,1,Fire Station,89.8598733,4.8888993,84.970974,350.3395877,4.123050157,2.057825216,44,7.034850546
