Unnamed: 0,Participant,Block_Num,Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations,Mean_Teleport_Distance
3,BNC40,1,Bank,359.5917693,20.0692093,339.52256,1441.44767,4.24551367,1.836087717,194,7.025192195
4,BNC40,1,Pawn Shop,37.1106666,4.9642386,32.146428,108.2632686,3.367816437,3.3996384,10,7.033357595
5,BNC40,1,Pizzeria,114.4361011,3.9305051,110.505596,440.3066481,3.984473764,1.972766493,58,6.972546308
6,BNC40,1,Quattroki Restaurant,262.2940861,5.6525631,256.641523,1018.145863,3.967190699,1.896247468,138,6.924165037
7,BNC40,1,High School,34.478818,5.527504,28.951314,249.8610462,8.630387078,1.251784217,24,6.854584067
0,BNC40,2,Automobile shop,29.3651167,7.6643917,21.700725,61.59142581,2.838219728,3.114226522,10,6.843491756
1,BNC40,2,Police station ,82.0261268,8.8878308,73.138296,318.3000214,4.352029495,1.868392051,40,6.922122512
2,BNC40,2,Fire Station,29.2912583,6.1518253,23.139433,140.6851898,6.079889242,1.921354333,13,7.004075137
3,BNC40,2,Bank,209.3997346,12.7359746,196.66376,727.5794383,3.699611145,2.212332815,95,6.90537858
4,BNC40,2,Pawn Shop,254.2249959,6.5067539,247.718242,1122.836043,4.5327144,1.57055835,158,6.8831263
5,BNC40,2,Pizzeria,53.7006877,4.7016467,48.999041,127.1051971,2.594034383,3.762164923,14,6.709152994
6,BNC40,2,Quattroki Restaurant,70.2070087,11.4998487,58.70716,329.5197229,5.612939255,1.75462971,40,6.687702481
7,BNC40,2,High School,30.8188629,4.4790789,26.339784,258.62021,9.818615444,1.126410663,25,6.993160039
0,BNC40,3,Automobile shop,84.6788067,5.6596257,79.019181,431.3772604,5.459146183,1.292755495,65,6.740269693
1,BNC40,3,Police station ,43.9991521,4.9582641,39.040888,293.1169629,7.507948151,1.108537486,36,6.981015237
2,BNC40,3,Fire Station,21.6661306,3.6103086,18.055822,137.2815141,7.603171657,1.381988769,14,6.554395539
3,BNC40,3,Bank,63.6516333,7.6734793,55.978154,262.6932511,4.692781601,2.141915085,28,6.812101243
4,BNC40,3,Pawn Shop,65.2558909,5.6943369,59.561554,289.0684821,4.853273003,1.697317775,37,6.943634372
5,BNC40,3,Pizzeria,34.2565758,4.2146318,30.041944,226.7143875,7.546595102,1.236612252,28,6.850450328
6,BNC40,3,Quattroki Restaurant,221.1148779,0.3607069,220.754171,931.5155478,4.219696251,1.759778401,125,6.938944318
7,BNC40,3,High School,22.0619243,3.2773853,18.784539,242.4066826,12.90458513,0.967623241,23,6.859936489
0,BNC41,1,Automobile shop,35.0897867,10.0827267,25.00706,73.37215513,2.934057627,2.325030609,12,6.670195921
1,BNC41,1,Police station ,129.7468764,10.4997964,119.24708,443.5182837,3.719321963,2.301359025,56,6.943830936
2,BNC41,1,Fire Station,55.4169743,9.5149743,45.902,232.792916,5.071520107,1.632446643,29,6.615800714
3,BNC41,1,Bank,76.8522418,5.5694568,71.282785,314.5222513,4.412317101,2.050728383,37,6.393670045
4,BNC41,1,Pawn Shop,16.2573339,3.4242089,12.833125,109.8492286,8.559819109,1.43205079,11,6.162782604
5,BNC41,1,Pizzeria,57.5894492,3.9580852,53.631364,217.2966699,4.051671516,1.768311523,32,5.697459715
6,BNC41,1,Quattroki Restaurant,177.2057482,5.5346232,171.671125,783.8626234,4.566071454,1.178596084,146,4.911297186
7,BNC41,1,High School,15.1108765,4.7014215,10.409455,214.7544791,20.63071305,0.697586925,21,6.052665765
0,BNC41,2,Automobile shop,9.0718907,1.9196037,7.152287,56.63710111,7.918739993,0.79956027,11,5.663710111
1,BNC41,2,Police station ,13.3956437,5.2499447,8.145699,99.96163157,12.27170702,0.8076619,11,5.066248946
2,BNC41,2,Fire Station,101.1648957,4.5348437,96.630052,484.9668203,5.018799124,0.96913501,100,4.436159784
3,BNC41,2,Bank,24.312094,2.874995,21.437099,154.0137444,7.184448996,1.146651529,18,4.33433534
4,BNC41,2,Pawn Shop,92.2416416,4.7779716,87.46367,396.2570985,4.530533632,0.942259746,97,3.671157086
5,BNC41,2,Pizzeria,27.749489,6.166736,21.582753,135.5793814,6.281839089,0.931457435,24,3.995843306
6,BNC41,2,Quattroki Restaurant,45.5406035,4.7142875,40.826316,320.3768445,7.847312122,0.689948617,65,3.925110675
7,BNC41,2,High School,10.4927055,2.4307475,8.061958,217.4783887,26.97587717,0.329109875,25,5.203409685
0,BNC41,3,Automobile shop,36.0110667,28.7198467,7.29122,59.34993068,8.139917693,2.919001392,13,4.945827557
1,BNC41,3,Police station ,15.5342872,5.2637802,10.270507,103.8986527,10.11621458,0.84896025,13,4.425615257
2,BNC41,3,Fire Station,18.833006,6.854151,11.978855,139.9543392,11.68344881,0.59198135,21,4.637527169
3,BNC41,3,Bank,203.6288741,5.8543301,197.774544,944.2611016,4.774431949,0.754114499,268,3.236687399
4,BNC41,3,Pawn Shop,160.1220267,7.4236237,152.698403,653.084081,4.276954232,0.750635765,211,2.890733199
5,BNC41,3,Pizzeria,20.7497073,3.7501523,16.999555,132.1280109,7.772439389,0.646906,27,3.561192789
6,BNC41,3,Quattroki Restaurant,19.2563655,3.7501475,15.506218,198.3997845,12.7948533,0.494210014,38,3.495313739
7,BNC41,3,High School,26.3182384,2.1936374,24.124601,273.2962484,11.32852926,0.465811328,51,3.627984962
0,BNC42,1,Automobile shop,33.2101667,14.8495167,18.36065,78.50547845,4.275746144,2.741926064,12,7.136861677
1,BNC42,1,Police station ,72.318368,6.729022,65.589346,406.7657425,6.201704505,1.37551318,51,7.078447332
2,BNC42,1,Fire Station,14.9304507,6.4374207,8.49303,137.5590025,16.19669335,0.700822583,13,7.104947155
3,BNC42,1,Bank,194.3231973,5.8539513,188.469246,1199.955661,6.366851282,1.099696179,176,6.407207078
4,BNC42,1,Pawn Shop,159.9339223,3.0831753,156.850747,1061.43682,6.767177337,0.949978616,167,6.141088332
5,BNC42,1,Pizzeria,160.6502009,7.3333129,153.316888,1114.848222,7.27152916,0.907180428,176,6.125218063
6,BNC42,1,Quattroki Restaurant,11.4719014,2.8330844,8.638817,189.1209631,21.89199784,0.53374652,21,5.977292921
7,BNC42,1,High School,12.7915274,2.9306234,9.860904,233.4201375,23.67127167,0.404001458,25,5.949212923
0,BNC42,2,Automobile shop,12.3040267,2.5888427,9.715184,63.29718625,6.515284348,1.2413433,10,7.033020695
1,BNC42,2,Police station ,53.8533581,3.5070041,50.346354,340.1224828,6.755652709,1.08755513,47,6.287559591
2,BNC42,2,Fire Station,13.4651427,5.4647387,8.000404,139.5582576,17.44390128,0.564657714,15,6.19132885
3,BNC42,2,Bank,51.3532042,2.4099702,48.943234,371.4234127,7.588861265,0.782448806,63,4.713039584
4,BNC42,2,Pawn Shop,21.0062286,7.1456976,13.860531,126.7699263,9.146108928,1.190314271,18,4.952476042
5,BNC42,2,Pizzeria,47.3395438,3.7085858,43.630958,263.5746618,6.041001021,0.990730573,46,4.979811508
6,BNC42,2,Quattroki Restaurant,19.1731601,3.3614701,15.81169,193.3278547,12.22689382,0.867928338,22,5.848918542
7,BNC42,2,High School,16.041673,1.861352,14.180321,238.4885589,16.81827646,0.482069897,30,5.081625993
0,BNC42,3,Automobile shop,5.4914477,1.6644057,3.827042,62.74049439,16.3939916,0.418465245,12,5.703681308
1,BNC42,3,Police station ,34.5062427,1.8264617,32.679781,314.9614686,9.637808422,0.609694849,54,4.944902781
2,BNC42,3,Fire Station,8.7706204,3.2985944,5.472026,140.1160266,25.60587735,0.357887733,16,6.128807742
3,BNC42,3,Bank,13.6457219,4.0275249,9.618197,152.6515956,15.87112383,0.594211313,17,4.493105674
4,BNC42,3,Pawn Shop,10.2287709,2.0417409,8.18703,123.7640757,15.11709078,0.609680593,16,5.43161603
5,BNC42,3,Pizzeria,97.2826702,7.8748012,89.407869,536.4106563,5.999591113,1.094854866,89,5.660309082
6,BNC42,3,Quattroki Restaurant,9.0899178,3.0415648,6.048353,190.3197946,31.46638343,0.442201095,20,6.266326064
7,BNC42,3,High School,11.5901848,1.8065608,9.783624,237.7565599,24.30148174,0.400670208,25,6.162245524
0,BNC43,1,Automobile shop,67.3350667,8.7592457,58.575821,129.0606098,2.203308594,3.448878932,20,6.792663674
1,BNC43,1,Police station ,191.3717225,8.1735885,183.198134,552.5255914,3.016000105,2.338270344,78,6.490025448
2,BNC43,1,Fire Station,43.3532661,20.9858361,22.36743,140.9942585,6.303552019,2.992082579,15,6.763962016
3,BNC43,1,Bank,127.466835,27.746555,99.72028,403.2870837,4.044183226,2.127979746,60,5.490330516
4,BNC43,1,Pawn Shop,107.400636,8.804609,98.596027,382.3082543,3.877521903,1.707482452,63,5.521572906
5,BNC43,1,Pizzeria,32.2146589,4.4795979,27.735061,139.6726999,5.035961518,1.841969333,16,6.124218844
6,BNC43,1,Quattroki Restaurant,96.004359,0.4451469,95.5592121,484.5688923,5.07087576,1.287206406,73,5.761357253
7,BNC43,1,High School,58.3601181,5.9869871,52.373131,320.0696565,6.111333243,1.374943198,42,5.469728008
0,BNC43,2,Automobile shop,17.0129467,3.2844497,13.728497,56.65788069,4.127027212,1.6025893,10,6.295320077
1,BNC43,2,Police station ,27.4993958,8.0070638,19.492332,130.4745779,6.693636139,1.385414286,15,5.857815138
2,BNC43,2,Fire Station,21.3258669,7.7363549,13.589512,140.6162564,10.3474103,0.899062,16,6.198708491
3,BNC43,2,Bank,27.8049297,5.5415877,22.263342,170.461052,7.65657968,1.687288169,17,5.692712859
4,BNC43,2,Pawn Shop,31.4787138,13.7428538,17.73586,111.8617335,6.307093846,2.258650317,13,5.320199661
5,BNC43,2,Pizzeria,165.4695221,1.3889671,164.080555,661.0036915,4.028531544,1.134984174,145,4.305813705
6,BNC43,2,Quattroki Restaurant,101.3379025,8.3680345,92.969868,578.7171136,6.224781492,0.718342084,138,3.711666554
7,BNC43,2,High School,26.8191234,6.0209404,20.798183,247.6556672,11.90756265,0.643020875,33,4.901565669
0,BNC43,3,Automobile shop,12.6378667,3.4091627,9.228704,60.3664836,6.541165867,1.008069892,13,5.0305403
1,BNC43,3,Police station ,68.547177,3.312635,65.234542,409.9261411,6.283881645,0.757923897,88,4.134313555
2,BNC43,3,Fire Station,18.749504,7.236149,11.513355,135.3870113,11.75912767,0.632785444,19,5.028047889
3,BNC43,3,Bank,19.2563501,4.6246251,14.631725,142.9599446,9.770546166,1.019209315,14,4.872834288
4,BNC43,3,Pawn Shop,19.42317,4.7014,14.72177,135.1559254,9.180684482,0.82608387,24,4.014685467
5,BNC43,3,Pizzeria,22.6240873,0.7909132,21.8331741,134.7373536,6.171221509,0.985516686,23,4.330616317
6,BNC43,3,Quattroki Restaurant,162.1223318,7.4582788,154.664053,681.0947679,4.403704382,0.857169862,184,3.34384365
7,BNC43,3,High School,25.7982547,4.2014327,21.596822,237.1264352,10.97969114,0.667980594,33,4.561931779
0,BNC44,1,Automobile shop,102.3855667,21.5319267,80.85364,237.6495732,2.93925633,1.70284452,60,4.027958867
1,BNC44,1,Police station ,90.755733,11.229063,79.52667,317.1887485,3.988457564,1.443010377,62,4.350375434
2,BNC44,1,Fire Station,40.8324342,3.8401092,36.992325,150.537047,4.069412967,1.98536681,21,4.793612693
3,BNC44,1,Bank,28.1998271,4.3877921,23.812035,145.0024223,6.089459482,1.43321634,16,4.425837094
4,BNC44,1,Pawn Shop,80.5272588,5.5561508,74.971108,372.2224541,4.964878659,1.2230672,65,5.191478535
5,BNC44,1,Pizzeria,43.8879453,2.7567603,41.131185,254.3814369,6.184636716,1.02298084,43,5.025752094
6,BNC44,1,Quattroki Restaurant,271.7712697,3.8123827,267.958887,1252.500953,4.674228078,1.267276538,214,5.562046967
7,BNC44,1,High School,103.8799738,4.8194258,99.060548,559.6313623,5.649386901,1.179326561,88,5.372697133
0,BNC44,2,Automobile shop,20.4001167,5.4770107,14.923106,58.82571268,3.94192152,1.287795047,16,3.921714179
1,BNC44,2,Police station ,94.2758166,3.7431866,90.53263,378.3713458,4.179391959,1.207500956,78,4.227408984
2,BNC44,2,Fire Station,26.7217607,11.4791907,15.24257,142.7766046,9.366964012,0.889658235,18,5.256510045
3,BNC44,2,Bank,32.1940867,4.6390837,27.555003,173.2701258,6.28815485,1.275744696,25,3.904606179
4,BNC44,2,Pawn Shop,150.4623507,6.3402087,144.122142,571.683106,3.966657018,1.219522276,123,4.303287232
5,BNC44,2,Pizzeria,38.7561698,8.4584618,30.297708,154.8874396,5.11218339,1.209005476,30,3.962059795
6,BNC44,2,Quattroki Restaurant,53.8462245,5.8748125,47.971412,263.8864946,5.500911555,1.160712833,46,4.356095618
7,BNC44,2,High School,94.4560535,0.4860945,93.969959,485.9312691,5.171134203,1.125589486,84,4.682291935
0,BNC44,3,Automobile shop,17.0785867,4.8907497,12.187837,61.156849,5.017859117,1.02145038,16,4.077123267
1,BNC44,3,Police station ,24.5550744,2.6321044,21.92297,142.102674,6.481907971,1.13278859,22,4.242225705
2,BNC44,3,Fire Station,18.1940088,6.4586358,11.735373,136.9361378,11.66866514,0.683358,18,5.240977488
3,BNC44,3,Bank,78.7973033,0.1112822,78.6860211,434.952582,5.527698261,0.922274807,85,4.230058247
4,BNC44,3,Pawn Shop,35.3108944,3.6110514,31.699843,138.3304718,4.363758893,1.142987247,31,3.101235871
5,BNC44,3,Pizzeria,119.7069112,2.0356332,117.671278,511.5921788,4.347638502,1.034559055,114,4.169595437
6,BNC44,3,Quattroki Restaurant,19.9434183,3.4723283,16.47109,191.3054089,11.61461742,0.858257241,23,5.584170742
7,BNC44,3,High School,55.7008965,6.9171535,48.783743,255.9425366,5.246471896,1.262333402,42,3.993906441
0,BNC45,1,Automobile shop,28.5822767,12.0819467,16.50033,61.94237464,3.754008232,2.832538522,10,6.882486072
1,BNC45,1,Police station ,40.3322479,4.9654909,35.366757,189.819234,5.367165387,1.716301614,22,6.58044665
2,BNC45,1,Fire Station,26.1799434,4.8540924,21.325851,145.8693704,6.840025772,1.569919027,16,6.645893249
3,BNC45,1,Bank,226.6832848,4.8194308,221.863854,1142.830878,5.151045819,1.380483661,164,6.520561404
4,BNC45,1,Pawn Shop,67.7695911,7.2904481,60.479143,339.7333497,5.61736382,1.28327921,49,6.054675479
5,BNC45,1,Pizzeria,17.4789025,3.1320395,14.346863,118.6503282,8.270123455,1.284186269,14,5.893616462
6,BNC45,1,Quattroki Restaurant,285.0081002,6.7221812,278.285919,1476.29544,5.304959179,1.262591082,224,6.315135343
7,BNC45,1,High School,21.5480349,3.0136349,18.5344,238.6864797,12.87802571,0.835541773,23,6.59277422
0,BNC45,2,Automobile shop,10.2925567,1.2711967,9.02136,66.06902009,7.323620838,0.86542657,11,6.606902009
1,BNC45,2,Police station ,18.6178045,3.6320805,14.985724,127.3625299,8.498924036,1.0634365,15,5.409012434
2,BNC45,2,Fire Station,14.6521018,4.1525638,10.499538,136.4818722,12.99884549,0.800695,14,6.685709518
3,BNC45,2,Bank,154.622313,3.513776,151.108537,747.3709575,4.94592147,1.351369,113,5.967983197
4,BNC45,2,Pawn Shop,88.1026002,3.7568862,84.345714,460.8361758,5.463658483,1.204722864,73,5.72221082
5,BNC45,2,Pizzeria,21.0623666,3.0068576,18.055509,141.6261135,7.84392805,0.996133111,19,5.617742632
6,BNC45,2,Quattroki Restaurant,22.2626387,2.5554947,19.707144,183.1239751,9.292263509,1.014625142,20,5.918809384
7,BNC45,2,High School,79.1313771,2.7303631,76.401014,583.6061975,7.638723191,1.045535974,75,6.649416418
0,BNC45,3,Automobile shop,12.3466367,3.4436737,8.902963,68.74237482,7.721291757,1.12567397,11,6.874237482
1,BNC45,3,Police station ,16.5479399,3.5207249,13.027215,117.4983304,9.019451231,1.177142182,12,5.983305474
2,BNC45,3,Fire Station,13.1398791,2.6389581,10.500921,140.676872,13.39662226,0.893304221,15,6.562618633
3,BNC45,3,Bank,87.59489,4.055244,83.539646,485.8222944,5.815469871,1.170459301,74,5.547265429
4,BNC45,3,Pawn Shop,105.6237089,5.5484809,100.075228,608.9353478,6.084776023,1.176242556,89,6.393423144
5,BNC45,3,Pizzeria,12.7567939,3.6876749,9.069119,126.5327138,13.9520403,0.640839143,15,6.139970095
6,BNC45,3,Quattroki Restaurant,17.7427331,1.9643121,15.778421,188.3764258,11.93886421,0.904775561,19,6.610332502
7,BNC45,3,High School,20.2209564,2.9375674,17.283389,237.8788002,13.76343495,0.778777136,23,6.650743495
0,BNC46,1,Automobile shop,54.0551867,40.8610067,13.19418,72.01195884,5.457857847,4.439527225,13,6.00099657
1,BNC46,1,Police station ,308.5488497,4.2501607,304.298689,1487.088067,4.886935504,1.380675302,222,6.506163659
2,BNC46,1,Fire Station,56.3459521,12.6805221,43.66543,217.780685,4.98748518,1.853176504,29,6.013329244
3,BNC46,1,Bank,18.770901,6.264116,12.506785,142.4000482,11.38582363,1.868896556,10,6.400565068
4,BNC46,1,Pawn Shop,168.0874371,4.4234601,163.663977,884.8343652,5.406408798,1.274160047,131,6.477257079
5,BNC46,1,Pizzeria,53.1449123,4.6110893,48.533823,256.2123402,5.279047154,1.304769514,38,5.842992472
6,BNC46,1,Quattroki Restaurant,354.3001692,6.0344262,348.265743,2080.788571,5.974715034,1.178248752,299,6.729248978
7,BNC46,1,High School,364.7357488,7.3746898,357.361059,1853.236286,5.185893201,1.307200307,277,6.366396787
0,BNC46,2,Automobile shop,19.9929467,5.1460187,14.846928,64.88059353,4.369967546,1.156897313,16,4.325372902
1,BNC46,2,Police station ,140.8722072,7.6110092,133.261198,652.2622452,4.894614899,1.082784835,127,4.760575383
2,BNC46,2,Fire Station,18.506622,4.368097,14.138525,147.8788584,10.45928471,0.876763438,17,5.996625727
3,BNC46,2,Bank,28.6451193,5.6524073,22.992712,164.8083791,7.167852976,1.14270255,21,4.232257148
4,BNC46,2,Pawn Shop,19.0895629,2.5617249,16.527838,104.9234865,6.348288654,1.090667593,16,3.910328017
5,BNC46,2,Pizzeria,23.076183,3.298684,19.777499,125.569804,6.349124529,0.891958455,23,3.861822466
6,BNC46,2,Quattroki Restaurant,36.2147271,3.5477791,32.666948,227.1008332,6.952006451,0.938614922,38,4.288887398
7,BNC46,2,High School,35.3116129,3.1252279,32.186385,319.1076408,9.914367232,0.879877869,40,5.787364678
0,BNC46,3,Automobile shop,18.4654567,3.0077417,15.457715,59.43034617,3.844704484,0.850709058,13,4.952528847
1,BNC46,3,Police station ,64.3658677,0.1804301,64.1854376,265.7178987,4.139847115,1.29810648,47,4.611554014
2,BNC46,3,Fire Station,21.3198138,9.7506578,11.569156,146.7100734,12.68113883,0.673592882,18,5.394560587
3,BNC46,3,Bank,22.3745252,3.1876442,19.186881,135.1713889,7.044990214,1.121746824,18,3.256938308
4,BNC46,3,Pawn Shop,207.3359959,3.8473029,203.488693,899.8926351,4.422322547,1.017430118,203,4.248014202
5,BNC46,3,Pizzeria,23.2841795,2.6528565,20.631323,131.8664739,6.391566545,0.890078609,24,3.907685889
6,BNC46,3,Quattroki Restaurant,776.0916546,3.0484776,773.043177,4434.785448,5.736788811,0.97823019,787,5.553719498
7,BNC46,3,High School,40.6033617,5.3753397,35.228022,319.0253552,9.056011012,1.028358214,37,6.222882724
0,BNC47,1,Automobile shop,336.2721667,65.6391167,270.63305,1030.233594,3.806754549,2.24518434,150,6.914319425
1,BNC47,1,Police station ,244.7529765,13.1873565,231.56562,1201.630969,5.18915964,1.362259241,177,6.535400582
2,BNC47,1,Fire Station,87.2422848,15.7012448,71.54104,534.5033022,7.471282249,1.148558096,72,6.795948019
3,BNC47,1,Bank,215.5999963,7.5136523,208.086344,1169.433393,5.619943001,1.241716705,173,6.30423189
4,BNC47,1,Pawn Shop,58.5473176,8.7292086,49.818109,345.0294005,6.925782761,1.147071176,50,6.143485431
5,BNC47,1,Pizzeria,67.3667528,9.7983698,57.568383,251.0209707,4.360396412,1.945024082,35,6.12232403
6,BNC47,1,Quattroki Restaurant,748.1810609,5.6108579,742.570203,4317.65695,5.814476439,1.048840327,708,6.003811446
7,BNC47,1,High School,46.8322714,5.0278974,41.804374,606.7536153,14.51411796,0.558878761,83,6.282787154
0,BNC47,2,Automobile shop,117.1091667,33.1882767,83.92089,594.0268286,7.078414309,1.214941228,96,6.252913985
1,BNC47,2,Police station ,55.8252697,6.5566327,49.268637,320.317474,6.501447849,1.118785696,48,5.744517663
2,BNC47,2,Fire Station,21.118458,5.119099,15.999359,170.4268988,10.65210793,0.90711881,22,5.75978531
3,BNC47,2,Bank,59.9366012,5.4791462,54.457455,399.6790837,7.33929053,0.932014069,59,5.517961226
4,BNC47,2,Pawn Shop,27.3536592,4.3194622,23.034197,128.7678943,5.590292308,1.566661813,16,5.756807734
5,BNC47,2,Pizzeria,63.1032266,5.4929996,57.610227,458.858906,7.964886269,0.829029778,75,5.628522035
6,BNC47,2,Quattroki Restaurant,634.7930754,6.5693534,628.223722,3199.77947,5.093375748,1.018521344,619,5.061101813
7,BNC47,2,High School,48.6934009,5.5971519,43.096249,593.7118237,13.77641529,0.55682717,83,6.124882316
0,BNC47,3,Automobile shop,14.3420667,6.9468597,7.395207,70.0457405,9.471775503,0.964829746,14,5.388133885
1,BNC47,3,Police station ,128.7469462,3.5066982,125.240248,1020.989833,8.152250167,0.770476553,166,5.882420431
2,BNC47,3,Fire Station,20.5829812,4.7220092,15.860972,141.1980694,8.902233068,0.758882918,23,4.179872068
3,BNC47,3,Bank,125.205982,2.583021,122.622961,891.8799488,7.27335192,0.77371542,158,5.170970355
4,BNC47,3,Pawn Shop,58.4294015,5.7913695,52.638032,567.401407,10.7793051,0.613792758,94,5.664356831
5,BNC47,3,Pizzeria,21.6998598,6.6522048,15.047655,145.4196621,9.663941799,0.785078737,20,5.416074339
6,BNC47,3,Quattroki Restaurant,71.2635886,3.8201336,67.443455,610.7313757,9.055458023,0.729837652,97,5.659181576
7,BNC47,3,High School,41.2687789,5.8112989,35.45748,609.1471244,17.17965079,0.501766211,81,6.408573726
0,NAV053,1,Automobile shop,185.8119667,15.5376067,170.27436,586.9493872,3.447080272,1.480039167,125,4.7334628
1,NAV053,1,Police station ,40.839286,10.916326,29.92296,198.3129692,6.627451604,1.353311818,23,6.485968722
2,NAV053,1,Fire Station,45.5544846,20.3818446,25.17264,156.8410692,6.23061662,2.426660256,19,5.72884691
3,NAV053,1,Bank,475.9492931,5.9650811,469.984212,2176.140468,4.630241638,1.435709155,330,6.367059636
4,NAV053,1,Pawn Shop,36.3601122,12.3125222,24.04759,184.4992619,7.672255801,1.455419675,25,5.812432579
5,NAV053,1,Pizzeria,26.7637675,10.3890875,16.37468,127.5843819,7.791564897,1.084702667,16,5.728431529
6,NAV053,1,Quattroki Restaurant,480.3954766,19.7079166,460.68756,2403.075459,5.216280334,1.259380709,377,6.205557954
7,NAV053,1,High School,32.6866745,13.8540545,18.83262,208.3393434,11.06268503,0.984095789,20,6.130697695
0,NAV053,2,Automobile shop,38.9331967,0.2387266,38.6944701,62.15950264,1.606418242,3.160417158,13,5.179958553
1,NAV053,2,Police station ,21.4927407,5.1318957,16.360845,163.1401459,9.971376532,0.8110696,21,5.580009563
2,NAV053,2,Fire Station,533.0524263,6.7151443,526.337282,3753.768255,7.131868448,0.895511848,591,6.266795014
3,NAV053,2,Bank,72.782804,3.458278,69.324526,498.145972,7.185710466,1.035912,70,6.047702793
4,NAV053,2,Pawn Shop,63.4847162,1.0071322,62.477584,351.3846477,5.624171507,1.046187056,58,5.30882204
5,NAV053,2,Pizzeria,24.3397901,14.5068701,9.83292,124.0050176,12.61120986,0.607600625,17,5.266986436
6,NAV053,2,Quattroki Restaurant,25.596319,7.686388,17.909931,189.4596439,10.57846867,1.167629286,22,5.704091364
7,NAV053,2,High School,16.9645943,3.9165993,13.047995,214.473942,16.43731025,0.586163409,23,5.592133737
0,NAV053,3,Automobile shop,19.7899967,6.7828957,13.007101,64.99199546,4.99665494,1.335134621,15,4.64228539
1,NAV053,3,Police station ,21.8952578,2.7082118,19.187046,166.8819523,8.697636536,0.792403583,25,4.786213071
2,NAV053,3,Fire Station,18.5205683,6.5279593,11.992609,149.2570031,12.44574914,0.659353611,19,5.301859206
3,NAV053,3,Bank,77.4428031,2.5625331,74.88027,536.817776,7.169014962,0.902856843,83,5.529084239
4,NAV053,3,Pawn Shop,37.8184508,1.7291278,36.089323,257.1486396,7.125338416,0.8756344,43,5.087807009
5,NAV053,3,Pizzeria,14.4786966,5.5138186,8.964878,129.6093342,14.45745656,0.520345176,18,5.143048626
6,NAV053,3,Quattroki Restaurant,18.3950294,4.8402684,13.554761,195.6944281,14.43732045,0.745353933,25,5.249779459
7,NAV053,3,High School,22.235426,9.875035,12.360391,242.6476913,19.63106922,0.48742708,26,6.121953095
0,NAV058,1,Automobile shop,230.9807667,19.1035467,211.87722,1153.893288,5.44604695,1.362968603,168,6.909540645
1,NAV058,1,Police station ,66.9567636,7.9028286,59.053935,292.2949205,4.949626481,1.305372533,46,5.324399708
2,NAV058,1,Fire Station,21.1798906,9.8956006,11.28429,137.5081646,12.18580563,0.745385267,16,6.012604715
3,NAV058,1,Bank,70.3316836,8.1942796,62.137404,323.1403011,5.200415213,1.561701355,45,5.53061632
4,NAV058,1,Pawn Shop,166.1074517,5.4650177,160.642434,794.0259506,4.942815736,1.245040215,130,5.839357647
5,NAV058,1,Pizzeria,27.8187326,11.4582426,16.36049,126.2628638,7.717547809,1.083729333,16,5.721455513
6,NAV058,1,Quattroki Restaurant,194.2241008,8.6379988,185.586102,932.2613559,5.023336046,1.132841673,167,5.201020184
7,NAV058,1,High School,26.3883944,5.2917994,21.096595,240.1046437,11.38120363,0.774445667,28,5.543414712
0,NAV058,2,Automobile shop,19.4021267,6.8333107,12.568816,58.36144822,4.6433529,1.532959808,13,4.863454019
1,NAV058,2,Police station ,82.1304398,3.8741218,78.256318,415.4060139,5.308274457,1.069736682,74,5.006102523
2,NAV058,2,Fire Station,48.331999,3.965112,44.366887,289.8797547,6.533696058,0.997976,46,5.410534994
3,NAV058,2,Bank,92.1920457,8.2565267,83.935519,488.7631267,5.823078626,1.089153394,84,4.926859997
4,NAV058,2,Pawn Shop,23.8605764,2.8888064,20.97177,99.32219438,4.735994834,1.711975338,14,4.101227348
5,NAV058,2,Pizzeria,20.5481312,2.9023762,17.645755,157.36069,8.917764641,0.69888612,26,4.665597824
6,NAV058,2,Quattroki Restaurant,61.5260551,4.8888921,56.637163,396.9388339,7.008451921,0.85927551,62,5.362590265
7,NAV058,2,High School,19.1591567,6.9228507,12.236306,215.4131165,17.6044238,0.847217986,22,5.864461741
0,NAV058,3,Automobile shop,16.7103967,4.5233237,12.187073,60.78918482,4.988005309,0.900250977,14,4.67609114
1,NAV058,3,Police station ,44.5823652,5.2016472,39.380718,202.727164,5.147878817,1.223747969,33,4.701801592
2,NAV058,3,Fire Station,49.7489304,2.6877224,47.061208,372.3562035,7.912168414,0.818660228,58,5.712786002
3,NAV058,3,Bank,139.1076103,6.1874083,132.920202,747.5619569,5.624140994,1.01382218,136,4.940722025
4,NAV058,3,Pawn Shop,47.5472303,4.2012403,43.34599,208.7325444,4.815498375,1.264712954,38,4.498387544
5,NAV058,3,Pizzeria,15.2983566,2.4088936,12.889463,155.930373,12.09750732,0.578876545,23,5.235415159
6,NAV058,3,Quattroki Restaurant,50.2209457,0.3056052,49.9153405,389.7219836,7.807659523,0.761764959,60,5.431356472
7,NAV058,3,High School,19.6174963,2.8124543,16.805042,210.6516108,12.53502436,0.723671957,24,5.219512438
0,NAV059,1,Automobile shop,39.6022067,8.6863007,30.915906,64.49469053,2.086132961,4.114799078,10,7.166076726
1,NAV059,1,Police station ,115.3937172,19.0759972,96.31772,216.6725586,2.24956071,4.395173088,26,6.588919666
