0
Time to Complete per Trial per Block:
Target Name,Block 1,Block 2,Block 3
Automobile shop,32.85944,20.12434,11.94327
Bank,33.65916,23.21504,13.50715
Fire Station,387.5565,63.98501,61.36676
High School,27.0063,15.96517,19.24989
Mission complete,1.860964,2.167133,2.194374
Pawn Shop,186.7158,50.9508,156.7509
Pizzeria,49.22824,66.16534,17.05561
Police station ,86.4914,35.20074,33.4092
Quattroki Restaurant,180.6996,64.58883,67.67319
0
Time to Complete per Block:
,Block 1,Block 2,Block 3
0,986.077404,342.362403,383.150344
0
"Mean Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,2.8395836363636366,1.4722569230769231,0.6371805882352941
Bank,3.551631,1.2314835166666667,1.0589976
Fire Station,2.1945302045454547,1.8553598205882353,1.1555613826923077
High School,1.1707289045454545,0.7923812105263158,0.8294981318181819
Mission complete,1.8608274,2.1670487,2.1941181
Pawn Shop,2.2527091085365853,1.842805333333333,1.089166788111888
Pizzeria,2.4922365315789476,1.4223411822222223,0.7433772714285715
Police station ,2.924732620689655,1.4770231347826088,1.15796995
Quattroki Restaurant,2.0954830976470586,1.2878129734693877,1.00146343030303
0
"Mean Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,2.3758291671007545,1.5053903105184103,1.096370360287697
0
"Max Dwell Time Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,9.374777,7.424284,2.25727
Bank,8.44376,4.340470000000002,2.9235531999999997
Fire Station,12.60469999999998,20.09008,4.44444
High School,3.9852079000000002,4.260227,2.6861509
Mission complete,1.8608274,2.1670487,2.1941181
Pawn Shop,15.527600000000007,11.506620000000002,8.263794
Pizzeria,11.67374,10.978772000000001,4.7640487
Police station ,15.992919999999998,4.986020000000002,5.298879
Quattroki Restaurant,14.910479999999996,11.180150000000001,7.402073000000001
0
"Max Dwell Time Per Block:
"
,Block 1,Block 2,Block 3
0,15.992919999999998,20.09008,8.263794
0
"BNC09 - Total Distance Per Trial Per Block:
"
Target Name,Block 1,Block 2,Block 3
Automobile shop,58.16077128270571,57.29845298210278,63.97814455270537
Bank,56.48142690235747,92.26405074062929,55.580896538095686
Fire Station,1184.9622997491797,160.48728153999463,260.8367290710622
High School,120.1868595037361,123.59258207530877,119.9044526007605
Mission complete,0.280512195698105,0.5296165706501729,0.2618312857945738
Pawn Shop,517.2611440320986,85.05989950282267,698.1223990540041
Pizzeria,109.96106576836209,198.72320595951743,112.57164262632998
Police station ,172.92370952697837,131.36186640100675,135.05384662706666
Quattroki Restaurant,446.86413410708406,282.15614657246135,326.9837089801283
0
"BNC09 - Total Distance Per Block:
"
,Block 1,Block 2,Block 3
0,2667.0819230682,1131.4731023444938,1773.2936513359473
0
Time to Complete Serial Subtraction per Trial per Block:
Target Name,Control,Serial Subtraction
Bank #1 || Task: None,14.35119,
Bank #2 || Task: None,9.964297,
Bank #3 || Task: None,11.14681,
Bank Square  #2 || Task: Count backwards from 84 by 3s,,16.7702
Bank Square #1 || Task: Count backwards from 56 by 3s,,17.14105
Bank Square #3 || Task: Count backwards from 61 by 3s,,16.06276
0
Time to Complete per Block:
,Control,Serial Subtraction
0,35.462297,49.97400999999999
