,Participant,Block_num,Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations
3,BNC47,2,Bank,59.9366012,5.4791462,54.457455,399.6790837,7.33929053,0.932014069,59
4,BNC47,2,Pawn Shop,27.3536592,4.3194622,23.034197,128.7678943,5.590292308,1.566661813,16
5,BNC47,2,Pizzeria,63.1032266,5.4929996,57.610227,458.858906,7.964886269,0.829029778,75
6,BNC47,2,Quattroki Restaurant,634.7930754,6.5693534,628.223722,3199.77947,5.093375748,1.018521344,619
7,BNC47,2,High School,48.6934009,5.5971519,43.096249,593.7118237,13.77641529,0.55682717,83
0,BNC47,3,Automobile shop,14.3420667,6.9468597,7.395207,70.0457405,9.471775503,0.964829746,14
1,BNC47,3,Police station ,128.7469462,3.5066982,125.240248,1020.989833,8.152250167,0.770476553,166
2,BNC47,3,Fire Station,20.5829812,4.7220092,15.860972,141.1980694,8.902233068,0.758882918,23
3,BNC47,3,Bank,125.205982,2.583021,122.622961,891.8799488,7.27335192,0.77371542,158
4,BNC47,3,Pawn Shop,58.4294015,5.7913695,52.638032,567.401407,10.7793051,0.613792758,94
5,BNC47,3,Pizzeria,21.6998598,6.6522048,15.047655,145.4196621,9.663941799,0.785078737,20
6,BNC47,3,Quattroki Restaurant,71.2635886,3.8201336,67.443455,610.7313757,9.055458023,0.729837652,97
7,BNC47,3,High School,41.2687789,5.8112989,35.45748,609.1471244,17.17965079,0.501766211,81
0,NAV053,1,Automobile shop,185.8119667,15.5376067,170.27436,586.9493872,3.447080272,1.480039167,125
1,NAV053,1,Police station ,40.839286,10.916326,29.92296,198.3129692,6.627451604,1.353311818,23
2,NAV053,1,Fire Station,45.5544846,20.3818446,25.17264,156.8410692,6.23061662,2.426660256,19
3,NAV053,1,Bank,475.9492931,5.9650811,469.984212,2176.140468,4.630241638,1.435709155,330
4,NAV053,1,Pawn Shop,36.3601122,12.3125222,24.04759,184.4992619,7.672255801,1.455419675,25
5,NAV053,1,Pizzeria,26.7637675,10.3890875,16.37468,127.5843819,7.791564897,1.084702667,16
6,NAV053,1,Quattroki Restaurant,480.3954766,19.7079166,460.68756,2403.075459,5.216280334,1.259380709,377
7,NAV053,1,High School,32.6866745,13.8540545,18.83262,208.3393434,11.06268503,0.984095789,20
0,NAV053,2,Automobile shop,38.9331967,0.2387266,38.6944701,62.15950264,1.606418242,3.160417158,13
1,NAV053,2,Police station ,21.4927407,5.1318957,16.360845,163.1401459,9.971376532,0.8110696,21
2,NAV053,2,Fire Station,533.0524263,6.7151443,526.337282,3753.768255,7.131868448,0.895511848,591
3,NAV053,2,Bank,72.782804,3.458278,69.324526,498.145972,7.185710466,1.035912,70
4,NAV053,2,Pawn Shop,63.4847162,1.0071322,62.477584,351.3846477,5.624171507,1.046187056,58
5,NAV053,2,Pizzeria,24.3397901,14.5068701,9.83292,124.0050176,12.61120986,0.607600625,17
6,NAV053,2,Quattroki Restaurant,25.596319,7.686388,17.909931,189.4596439,10.57846867,1.167629286,22
7,NAV053,2,High School,16.9645943,3.9165993,13.047995,214.473942,16.43731025,0.586163409,23
0,NAV053,3,Automobile shop,19.7899967,6.7828957,13.007101,64.99199546,4.99665494,1.335134621,15
1,NAV053,3,Police station ,21.8952578,2.7082118,19.187046,166.8819523,8.697636536,0.792403583,25
2,NAV053,3,Fire Station,18.5205683,6.5279593,11.992609,149.2570031,12.44574914,0.659353611,19
3,NAV053,3,Bank,77.4428031,2.5625331,74.88027,536.817776,7.169014962,0.902856843,83
4,NAV053,3,Pawn Shop,37.8184508,1.7291278,36.089323,257.1486396,7.125338416,0.8756344,43
5,NAV053,3,Pizzeria,14.4786966,5.5138186,8.964878,129.6093342,14.45745656,0.520345176,18
6,NAV053,3,Quattroki Restaurant,18.3950294,4.8402684,13.554761,195.6944281,14.43732045,0.745353933,25
7,NAV053,3,High School,22.235426,9.875035,12.360391,242.6476913,19.63106922,0.48742708,26
